Zeit,VL,RL
3857	3793
3857	3793
3857	3793
3873	3793
3873	3793
3873	3793
3873	3793
3873	3793
3873	3793
3857	3793
3857	3777
3857	3777
3857	3777
3857	3793
3857	3793
3841	3793
3841	3793
3841	3793
3841	3793
3873	3809
3873	3809
3857	3793
3857	3793
3857	3793
3857	3777
3841	3793
3857	3777
3857	3777
3857	3777
3873	3793
3873	3777
3857	3793
3857	3793
3873	3793
3873	3777
3873	3777
3873	3777
3857	3793
3857	3793
3857	3793
3857	3793
3857	3777
3857	3777
3857	3777
3841	3793
3841	3793
3873	3793
3873	3793
3873	3793
3873	3777
3873	3777
3873	3793
3841	3777
3841	3777
3841	3777
3857	3809
3857	3809
3857	3809
3873	3777
3873	3777
3873	3777
3873	3777
3873	3777
3873	3777
3841	3793
3841	3793
3841	3793
3857	3793
3857	3793
3857	3793
3857	3793
3857	3793
3857	3793
3857	3793
3857	3793
3857	3793
3857	3777
3857	3777
3857	3777
3857	3809
3857	3809
3857	3809
3873	3793
3857	3793
3873	3793
3873	3793
3857	3793
3857	3793
3857	3793
3857	3793
3857	3793
3857	3793
3857	3793
3857	3793
3857	3793
3857	3793
3857	3793
3857	3793
3841	3793
3841	3793
